"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ad1_up_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, 2nd Floor | 2, 3rd Floor | 3, Transitional Care Unit",,,,,,"[b_fac_up] = '5' ",y,,,,,
ad1_up_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, Founders | 2, Lake | 3, West",,,,,,"[b_fac_up] = '6' ",y,,,,,
ad1_uw_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '1' ",y,,,,,
ad1_uw_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '2' ",y,,,,,
ad1_uw_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '3' ",y,,,,,
ad1_uw_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '4' ",y,,,,,
ad1_uw_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '5' ",y,,,,,
ad1_uw_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '6' ",y,,,,,
ad1_uw_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '7' ",y,,,,,
ad1_uw_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '8' ",y,,,,,
ad1_uw_unit9,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '9' ",y,,,,,
ad1_uw_unit10,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[b_fac_uw] = '10' ",y,,,,,
ad1_more_unit,staff_administrative_form,,radio,"Add an additional update to staff unit(s)?","1, Yes",,,,,,,y,,,,,
ad2_dt,staff_administrative_form,,text,"Date of Update",,,date_mdy,[study_forms_arm_1][ad1_dt],today,,[ad1_more_unit]='1',y,,,,," @FORCE-MINMAX"
ad2_time,staff_administrative_form,,text,"Time of Update",,,time,,,,[ad1_more_unit]='1',y,,,,,
ad2_bu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Homestead | 2, Miramar | 3, TCU | 4, The Avenue | 5, The Boulevard",,,,,,"[ad1_more_unit]='1' and [b_fac_bu] = '1' ",y,,,,,
ad2_bu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, One East | 2, One North | 3, RRS/One South | 4, Two East | 5, Two North | 6, Two South",,,,,,"[ad1_more_unit]='1' and [b_fac_bu] = '2' ",y,,,,,
ad2_bu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[ad1_more_unit]='1' and [b_fac_bu] = '3' ",y,,,,,
ad2_bu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, 1N | 2, 1S | 3, 2E | 4, 2S | 5, 3N | 6, 3S | 7, Vent",,,,,,"[ad1_more_unit]='1' and [b_fac_bu] = '4' ",y,,,,,
ad2_bu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, The Bay | 2, The Cove | 3, The Hill | 4, Green Homes",,,,,,"[ad1_more_unit]='1' and [b_fac_bu] = '5' ",y,,,,,
ad2_cwru_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, North | 2, South | 3, Dom Plus",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '1' ",y,,,,,
ad2_cwru_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 | 2, Floor 3 | 3, Floor 4",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '2' ",y,,,,,
ad2_cwru_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, Fairmont | 2, Beachwood | 3, Friedman | 4, Shaker | 5, Euclid | 6, Marcus | 7, Heights",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '3' ",y,,,,,
ad2_cwru_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Myers | 2, Mandel",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '4' ",y,,,,,
ad2_cwru_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 | 2, Floor 3",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '5' ",y,,,,,
ad2_cwru_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '6' ",y,,,,,
ad2_cwru_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, 100 North | 2, 100 South | 3, 200 North | 4, 200 South | 5, 300 North | 6, 300 South",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '7' ",y,,,,,
ad2_cwru_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Branch | 2, 200 Branch | 3, 300 Branch | 4, 400 Branch",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '8' ",y,,,,,
ad2_cwru_unit9,staff_administrative_form,,checkbox,Unit(s):,"1, 100s | 2, 200s | 3, 300s | 4, 400s",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '9' ",y,,,,,
ad2_cwru_unit10,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Wing | 2, 200 Wing | 3, 300 Wing | 4, 400 Wing",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '10' ",y,,,,,
ad2_cwru_unit11,staff_administrative_form,,checkbox,Unit(s):,"1, Tulip Trail | 2, Orchid Way | 3, Daisy Avenue | 4, Iris Court",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '11' ",y,,,,,
ad2_cwru_unit12,staff_administrative_form,,checkbox,Unit(s):,"1, Station 1 | 2, Station 3 | 3, Memory Care Neighborhood",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '12' ",y,,,,,
ad2_cwru_unit13,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 Wing 1 | 2, Floor 2 Wing 2 | 3, Floor 2 Wing 3 | 4, Floor 3 Wing 1 | 5, Floor 3 Wing 2 | 6, Floor 3 Wing 3",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '13' ",y,,,,,
ad2_cwru_unit14,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 1 | 2, Floor 2 Wing 1 | 3, Floor 2 Wing 2 | 4, Floor 2 Wing 3",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '14' ",y,,,,,
ad2_cwru_unit15,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[ad1_more_unit]='1' and [b_fac_cwru] = '15' ",y,,,,,
ad2_eu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, 1st Victoria court/ A wing | 2, 1st Garden Trail | 3, 2nd Westing Way | 4, Basement Tailor Lane",,,,,,"[ad1_more_unit]='1' and [b_fac_eu] = '1' ",y,,,,,
ad2_eu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 2nd floor north, south, middle | 2, 3rd floor north, south, middle | 3, 4th floor north, south, middle",,,,,,"[ad1_more_unit]='1' and [b_fac_eu] = '2' ",y,,,,,
ad2_eu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 2 Blue | 2, 2 Green | 3, 2 Pink | 4, 3 Blue | 5, 3 Green | 6, 3 Pink",,,,,,"[ad1_more_unit]='1' and [b_fac_eu] = '3' ",y,,,,,
ad2_jhu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Second Floor | 2, Third Floor",,,,,,"[ad1_more_unit]='1' and [b_fac_jhu] = '1' ",y,,,,,
ad2_jhu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, First Floor | 2, Second Floor",,,,,,"[ad1_more_unit]='1' and [b_fac_jhu] = '2' ",y,,,,,
ad2_jhu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 1 Renn | 2, MSU | 3, 2 Renn | 4, 2 West | 5, 3 South | 6, 2 South | 7, 3 South",,,,,,"[ad1_more_unit]='1' and [b_fac_jhu] = '3' ",y,,,,,
ad2_jhu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Park | 2, Brook | 3, Broadway",,,,,,"[ad1_more_unit]='1' and [b_fac_jhu] = '4' ",y,,,,,
ad2_jhu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Patuxent | 2, Chesapeake | 3, IP | 4, Atlantic 1 | 5, Atlantic 2 | 6, MSU",,,,,,"[ad1_more_unit]='1' and [b_fac_jhu] = '5' ",y,,,,,
ad2_jhu_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, Dorsey Unit | 2, Prospect",,,,,,"[ad1_more_unit]='1' and [b_fac_jhu] = '6' ",y,,,,,
ad2_osu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, East Hall | 2, South Hall 1 | 3, South Hall 2 | 4, West Hall",,,,,,"[ad1_more_unit]='1' and [b_fac_osu] = '1' ",y,,,,,
ad2_osu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 2 West A | 2, 2 West B | 3, 3 West A | 4, 3 West B | 5, 4 West A | 6, 4 West B | 7, 5 West A | 8, 5 West B",,,,,,"[ad1_more_unit]='1' and [b_fac_osu] = '2' ",y,,,,,
ad2_osu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing",,,,,,"[ad1_more_unit]='1' and [b_fac_osu] = '3' ",y,,,,,
ad2_osu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, A Hall | 2, B Hall | 3, C Hall",,,,,,"[ad1_more_unit]='1' and [b_fac_osu] = '4' ",y,,,,,
ad2_osu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[ad1_more_unit]='1' and [b_fac_osu] = '5' ",y,,,,,
ad2_um_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Maple (300/400) | 2, Beech (600/700) | 3, Cypress (100/200) | 4, Meadows (500)",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '1' ",y,,,,,
ad2_um_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, LTC | 2, Rehab",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '2' ",y,,,,,
ad2_um_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, Lakevue A | 2, Lakevue B | 3, Valleyvue A | 4, Valleyvue B | 5, Horizonvue A | 6, Horizonvue B",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '3' ",y,,,,,
ad2_um_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Trillium | 2, Lilac | 3, Appleblossom | 4, Wildflower | 5, Birch",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '4' ",y,,,,,
ad2_um_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Green Gables | 2, Sherwood | 3, Camelot",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '5' ",y,,,,,
ad2_um_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, MacRitchie | 2, McGuire | 3, COVID (4-bed unit)",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '6' ",y,,,,,
ad2_um_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, Brideway Blvd (B-Wing) | 2, Columbia Court (C-Wing) | 3, Dovecote Drive (D-Wing) | 4, East-Redies | 5, North-Redies | 6, South-Redies",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '7' ",y,,,,,
ad2_um_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, Maple Hall | 2, Cedar Hall | 3, Oak Hall",,,,,,"[ad1_more_unit]='1' and [b_fac_um] = '8' ",y,,,,,
ad2_up_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Evergreen | 2, Hickory | 3, Redwood | 4, Willows",,,,,,"[ad1_more_unit]='1' and [b_fac_up] = '1' ",y,,,,,
ad2_up_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, Renaissance Hall | 2, 1st Floor | 3, Transitional Care Unit (TRU)",,,,,,"[ad1_more_unit]='1' and [b_fac_up] = '2' ",y,,,,,
ad2_up_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, East  | 2, North | 3, West",,,,,,"[ad1_more_unit]='1' and [b_fac_up] = '3' ",y,,,,,
ad2_up_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Transitional Care Unit (1st Fl TRU) | 2, 2nd Floor | 3, 3rd Floor",,,,,,"[ad1_more_unit]='1' and [b_fac_up] = '4' ",y,,,,,
ad2_up_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, 2nd Floor | 2, 3rd Floor | 3, Transitional Care Unit",,,,,,"[ad1_more_unit]='1' and [b_fac_up] = '5' ",y,,,,,
ad2_up_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, Founders | 2, Lake | 3, West",,,,,,"[ad1_more_unit]='1' and [b_fac_up] = '6' ",y,,,,,
ad2_uw_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '1' ",y,,,,,
ad2_uw_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '2' ",y,,,,,
ad2_uw_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '3' ",y,,,,,
ad2_uw_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '4' ",y,,,,,
ad2_uw_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '5' ",y,,,,,
ad2_uw_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '6' ",y,,,,,
ad2_uw_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '7' ",y,,,,,
ad2_uw_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '8' ",y,,,,,
ad2_uw_unit9,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '9' ",y,,,,,
ad2_uw_unit10,staff_administrative_form,,checkbox,Unit(s):,"1, 1 | 2, 2 | 3, 3",,,,,,"[ad1_more_unit]='1' and [b_fac_uw] = '10' ",y,,,,,
ad2_more_unit,staff_administrative_form,,radio,"Add an additional update to staff unit(s)?","1, Yes",,,,,,[ad1_more_unit]='1',y,,,,,
ad3_dt,staff_administrative_form,,text,"Date of Update",,,date_mdy,[study_forms_arm_1][ad2_dt],today,,[ad2_more_unit]='1',y,,,,," @FORCE-MINMAX"
ad3_time,staff_administrative_form,,text,"Time of Update",,,time,,,,[ad2_more_unit]='1',y,,,,,
ad3_bu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Homestead | 2, Miramar | 3, TCU | 4, The Avenue | 5, The Boulevard",,,,,,"[ad2_more_unit]='1' and [b_fac_bu] = '1' ",y,,,,,
ad3_bu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, One East | 2, One North | 3, RRS/One South | 4, Two East | 5, Two North | 6, Two South",,,,,,"[ad2_more_unit]='1' and [b_fac_bu] = '2' ",y,,,,,
ad3_bu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[ad2_more_unit]='1' and [b_fac_bu] = '3' ",y,,,,,
ad3_bu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, 1N | 2, 1S | 3, 2E | 4, 2S | 5, 3N | 6, 3S | 7, Vent",,,,,,"[ad2_more_unit]='1' and [b_fac_bu] = '4' ",y,,,,,
ad3_bu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, The Bay | 2, The Cove | 3, The Hill | 4, Green Homes",,,,,,"[ad2_more_unit]='1' and [b_fac_bu] = '5' ",y,,,,,
ad3_cwru_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, North | 2, South | 3, Dom Plus",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '1' ",y,,,,,
ad3_cwru_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 | 2, Floor 3 | 3, Floor 4",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '2' ",y,,,,,
ad3_cwru_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, Fairmont | 2, Beachwood | 3, Friedman | 4, Shaker | 5, Euclid | 6, Marcus | 7, Heights",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '3' ",y,,,,,
ad3_cwru_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Myers | 2, Mandel",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '4' ",y,,,,,
ad3_cwru_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 | 2, Floor 3",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '5' ",y,,,,,
ad3_cwru_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '6' ",y,,,,,
ad3_cwru_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, 100 North | 2, 100 South | 3, 200 North | 4, 200 South | 5, 300 North | 6, 300 South",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '7' ",y,,,,,
ad3_cwru_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Branch | 2, 200 Branch | 3, 300 Branch | 4, 400 Branch",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '8' ",y,,,,,
ad3_cwru_unit9,staff_administrative_form,,checkbox,Unit(s):,"1, 100s | 2, 200s | 3, 300s | 4, 400s",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '9' ",y,,,,,
ad3_cwru_unit10,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Wing | 2, 200 Wing | 3, 300 Wing | 4, 400 Wing",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '10' ",y,,,,,
ad3_cwru_unit11,staff_administrative_form,,checkbox,Unit(s):,"1, Tulip Trail | 2, Orchid Way | 3, Daisy Avenue | 4, Iris Court",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '11' ",y,,,,,
ad3_cwru_unit12,staff_administrative_form,,checkbox,Unit(s):,"1, Station 1 | 2, Station 3 | 3, Memory Care Neighborhood",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '12' ",y,,,,,
ad3_cwru_unit13,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 2 Wing 1 | 2, Floor 2 Wing 2 | 3, Floor 2 Wing 3 | 4, Floor 3 Wing 1 | 5, Floor 3 Wing 2 | 6, Floor 3 Wing 3",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '13' ",y,,,,,
ad3_cwru_unit14,staff_administrative_form,,checkbox,Unit(s):,"1, Floor 1 | 2, Floor 2 Wing 1 | 3, Floor 2 Wing 2 | 4, Floor 2 Wing 3",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '14' ",y,,,,,
ad3_cwru_unit15,staff_administrative_form,,checkbox,Unit(s):,"1, 100 Area | 2, 200 Area",,,,,,"[ad2_more_unit]='1' and [b_fac_cwru] = '15' ",y,,,,,
ad3_eu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, 1st Victoria court/ A wing | 2, 1st Garden Trail | 3, 2nd Westing Way | 4, Basement Tailor Lane",,,,,,"[ad2_more_unit]='1' and [b_fac_eu] = '1' ",y,,,,,
ad3_eu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 2nd floor north, south, middle | 2, 3rd floor north, south, middle | 3, 4th floor north, south, middle",,,,,,"[ad2_more_unit]='1' and [b_fac_eu] = '2' ",y,,,,,
ad3_eu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 2 Blue | 2, 2 Green | 3, 2 Pink | 4, 3 Blue | 5, 3 Green | 6, 3 Pink",,,,,,"[ad2_more_unit]='1' and [b_fac_eu] = '3' ",y,,,,,
ad3_jhu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Second Floor | 2, Third Floor",,,,,,"[ad2_more_unit]='1' and [b_fac_jhu] = '1' ",y,,,,,
ad3_jhu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, First Floor | 2, Second Floor",,,,,,"[ad2_more_unit]='1' and [b_fac_jhu] = '2' ",y,,,,,
ad3_jhu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, 1 Renn | 2, MSU | 3, 2 Renn | 4, 2 West | 5, 3 South | 6, 2 South | 7, 3 South",,,,,,"[ad2_more_unit]='1' and [b_fac_jhu] = '3' ",y,,,,,
ad3_jhu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Park | 2, Brook | 3, Broadway",,,,,,"[ad2_more_unit]='1' and [b_fac_jhu] = '4' ",y,,,,,
ad3_jhu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Patuxent | 2, Chesapeake | 3, IP | 4, Atlantic 1 | 5, Atlantic 2 | 6, MSU",,,,,,"[ad2_more_unit]='1' and [b_fac_jhu] = '5' ",y,,,,,
ad3_jhu_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, Dorsey Unit | 2, Prospect",,,,,,"[ad2_more_unit]='1' and [b_fac_jhu] = '6' ",y,,,,,
ad3_osu_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, East Hall | 2, South Hall 1 | 3, South Hall 2 | 4, West Hall",,,,,,"[ad2_more_unit]='1' and [b_fac_osu] = '1' ",y,,,,,
ad3_osu_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, 2 West A | 2, 2 West B | 3, 3 West A | 4, 3 West B | 5, 4 West A | 6, 4 West B | 7, 5 West A | 8, 5 West B",,,,,,"[ad2_more_unit]='1' and [b_fac_osu] = '2' ",y,,,,,
ad3_osu_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing",,,,,,"[ad2_more_unit]='1' and [b_fac_osu] = '3' ",y,,,,,
ad3_osu_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, A Hall | 2, B Hall | 3, C Hall",,,,,,"[ad2_more_unit]='1' and [b_fac_osu] = '4' ",y,,,,,
ad3_osu_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, A Wing | 2, B Wing | 3, C Wing | 4, D Wing | 5, E Wing",,,,,,"[ad2_more_unit]='1' and [b_fac_osu] = '5' ",y,,,,,
ad3_um_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Maple (300/400) | 2, Beech (600/700) | 3, Cypress (100/200) | 4, Meadows (500)",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '1' ",y,,,,,
ad3_um_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, LTC | 2, Rehab",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '2' ",y,,,,,
ad3_um_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, Lakevue A | 2, Lakevue B | 3, Valleyvue A | 4, Valleyvue B | 5, Horizonvue A | 6, Horizonvue B",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '3' ",y,,,,,
ad3_um_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Trillium | 2, Lilac | 3, Appleblossom | 4, Wildflower | 5, Birch",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '4' ",y,,,,,
ad3_um_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, Green Gables | 2, Sherwood | 3, Camelot",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '5' ",y,,,,,
ad3_um_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, MacRitchie | 2, McGuire | 3, COVID (4-bed unit)",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '6' ",y,,,,,
ad3_um_unit7,staff_administrative_form,,checkbox,Unit(s):,"1, Brideway Blvd (B-Wing) | 2, Columbia Court (C-Wing) | 3, Dovecote Drive (D-Wing) | 4, East-Redies | 5, North-Redies | 6, South-Redies",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '7' ",y,,,,,
ad3_um_unit8,staff_administrative_form,,checkbox,Unit(s):,"1, Maple Hall | 2, Cedar Hall | 3, Oak Hall",,,,,,"[ad2_more_unit]='1' and [b_fac_um] = '8' ",y,,,,,
ad3_up_unit1,staff_administrative_form,,checkbox,Unit(s):,"1, Evergreen | 2, Hickory | 3, Redwood | 4, Willows",,,,,,"[ad2_more_unit]='1' and [b_fac_up] = '1' ",y,,,,,
ad3_up_unit2,staff_administrative_form,,checkbox,Unit(s):,"1, Renaissance Hall | 2, 1st Floor | 3, Transitional Care Unit (TRU)",,,,,,"[ad2_more_unit]='1' and [b_fac_up] = '2' ",y,,,,,
ad3_up_unit3,staff_administrative_form,,checkbox,Unit(s):,"1, East  | 2, North | 3, West",,,,,,"[ad2_more_unit]='1' and [b_fac_up] = '3' ",y,,,,,
ad3_up_unit4,staff_administrative_form,,checkbox,Unit(s):,"1, Transitional Care Unit (1st Fl TRU) | 2, 2nd Floor | 3, 3rd Floor",,,,,,"[ad2_more_unit]='1' and [b_fac_up] = '4' ",y,,,,,
ad3_up_unit5,staff_administrative_form,,checkbox,Unit(s):,"1, 2nd Floor | 2, 3rd Floor | 3, Transitional Care Unit",,,,,,"[ad2_more_unit]='1' and [b_fac_up] = '5' ",y,,,,,
ad3_up_unit6,staff_administrative_form,,checkbox,Unit(s):,"1, Founders | 2, Lake | 3, West",,,,,,"[ad2_more_unit]='1' and [b_fac_up] = '6' ",y,,,,,
